method,num_queries,topk,corr_threshold,directed_hits,unique_pair_hits,queries_with_hit,query_hit_rate,hit_yield_per_1000_ranked,mean_hit_rank,median_hit_corr,setting,low_tanimoto,section,query_idx,CGP-Align,RDKit2D,cgp_better,same,n_query,num_candidates,random_expected_corr,mean_functional_neighbor_rank_percentile,best_functional_neighbor_rank_percentile,top10_corr,top10_poscorr,ndcg10,retention10,functional_top10_in_top10_rate,oracle_top10_corr,top50_corr,top50_poscorr,ndcg50,retention50,functional_top10_in_top50_rate,oracle_top50_corr,top100_corr,top100_poscorr,ndcg100,retention100,functional_top10_in_top100_rate,oracle_top100_corr,num_pairs,mean_prism_response_corr,median_shared_top50_genes,mean_shared_top50_genes,mean_shared_gene_jaccard,mean_shared_gene_neglog10p,fraction_with_category_hit,mean_unique_categories,fraction_with_known_target_hit,retrieved_idx,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20,morgan_tanimoto,query_inchikey,retrieved_inchikey
RDKit2D,1856.0,100.0,0.3,2024.0,1317.0,312.0,0.168103448275862,10.905172413793103,42.90513833992095,0.3739587068557739,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,100.0,0.3,1881.0,1276.0,320.0,0.1724137931034483,10.13469827586207,45.56193514088251,0.3723238706588745,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,100.0,0.3,1839.0,1092.0,308.0,0.1659482758620689,9.908405172413794,40.07775965198478,0.384405255317688,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,100.0,0.3,2051.0,1340.0,320.0,0.1724137931034483,11.050646551724135,46.195514383227696,0.3689657747745514,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,100.0,0.3,1957.0,1278.0,309.0,0.1664870689655172,10.544181034482758,45.12314767501277,0.3754613101482391,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,100.0,0.3,795.0,780.0,245.0,0.1320043103448276,4.283405172413793,50.55723270440252,0.3641323447227478,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,10.0,0.4,292.0,207.0,136.0,0.0732758620689655,15.732758620689657,4.780821917808219,0.4814002215862274,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,10.0,0.4,202.0,141.0,121.0,0.0651939655172413,10.88362068965517,4.98019801980198,0.4733139872550964,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,10.0,0.4,152.0,114.0,97.0,0.0522629310344827,8.189655172413794,5.25,0.4614695757627487,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,10.0,0.4,215.0,138.0,127.0,0.068426724137931,11.584051724137932,4.851162790697674,0.4731011390686035,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,10.0,0.4,126.0,85.0,91.0,0.0490301724137931,6.788793103448276,4.563492063492063,0.4739973545074463,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,10.0,0.4,149.0,99.0,88.0,0.0474137931034482,8.028017241379311,5.295302013422819,0.4802775084972381,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,10.0,0.4,35.0,35.0,32.0,0.0172413793103448,1.8857758620689653,5.0285714285714285,0.4482941031455993,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,50.0,0.4,916.0,652.0,199.0,0.1072198275862068,9.870689655172413,21.04585152838428,0.4628117531538009,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,50.0,0.4,552.0,367.0,191.0,0.1029094827586206,5.948275862068965,20.13768115942029,0.4714231938123703,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,50.0,0.4,458.0,325.0,173.0,0.0932112068965517,4.935344827586206,21.0,0.4628117531538009,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,50.0,0.4,567.0,335.0,196.0,0.105603448275862,6.109913793103448,19.22222222222222,0.4747533500194549,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,50.0,0.4,449.0,294.0,168.0,0.0905172413793103,4.838362068965517,21.681514476614694,0.4622281193733215,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,50.0,0.4,466.0,285.0,161.0,0.0867456896551724,5.021551724137931,19.90557939914163,0.4690143167972564,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,50.0,0.4,123.0,123.0,71.0,0.0382543103448275,1.325431034482759,24.235772357723576,0.4512692391872406,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGP-Align,1856.0,100.0,0.4,1480.0,1010.0,225.0,0.121228448275862,7.974137931034483,41.33581081081081,0.461052730679512,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RDKit2D,1856.0,100.0,0.4,816.0,512.0,211.0,0.1136853448275862,4.396551724137932,37.75245098039216,0.4706752002239227,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NYAN,1856.0,100.0,0.4,739.0,486.0,210.0,0.1131465517241379,3.9816810344827593,41.4573748308525,0.4633953869342804,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,1856.0,100.0,0.4,805.0,460.0,213.0,0.1147629310344827,4.337284482758621,35.391304347826086,0.4735268354415893,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtomPair,1856.0,100.0,0.4,760.0,485.0,208.0,0.1120689655172413,4.094827586206897,43.46578947368421,0.4609386026859283,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalon,1856.0,100.0,0.4,766.0,484.0,210.0,0.1131465517241379,4.127155172413793,40.91253263707572,0.4585017114877701,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Random,1856.0,100.0,0.4,263.0,259.0,121.0,0.0651939655172413,1.4170258620689655,52.00380228136882,0.4482941031455993,low_morgan_lt_0.30,0.3,figure6_panel_b_functional_neighbour_enrichment_source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,33.0,0.44,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,35.0,0.48,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,50.0,0.14,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,51.0,0.38,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,83.0,0.68,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,85.0,0.32,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,92.0,0.18,0.22,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,105.0,0.36,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,116.0,0.54,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,120.0,0.5,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,123.0,0.06,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,144.0,0.04,0.04,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,156.0,0.36,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,178.0,0.38,0.18,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,187.0,0.44,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,195.0,0.64,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,202.0,0.0,0.04,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,205.0,0.66,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,225.0,0.02,0.06,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,227.0,0.44,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,232.0,0.54,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,252.0,0.06,0.16,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,268.0,0.3,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,270.0,0.08,0.28,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,273.0,0.44,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,278.0,0.6,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,281.0,0.24,0.0,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,309.0,0.52,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,314.0,0.34,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,318.0,0.02,0.02,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,334.0,0.32,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,336.0,0.42,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,339.0,0.2,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,340.0,0.36,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,356.0,0.12,0.02,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,379.0,0.44,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,385.0,0.4,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,387.0,0.56,0.38,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,389.0,0.52,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,396.0,0.4,0.28,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,422.0,0.02,0.08,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,436.0,0.3,0.3,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,449.0,0.34,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,450.0,0.5,0.24,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,470.0,0.62,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,475.0,0.18,0.2,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,514.0,0.58,0.3,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,524.0,0.02,0.24,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,528.0,0.38,0.3,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,529.0,0.44,0.26,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,530.0,0.08,0.1,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,534.0,0.54,0.1,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,543.0,0.54,0.02,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,546.0,0.22,0.04,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,556.0,0.14,0.14,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,560.0,0.0,0.02,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,570.0,0.38,0.1,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,571.0,0.44,0.4,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,574.0,0.06,0.0,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,582.0,0.02,0.08,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,592.0,0.32,0.18,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,610.0,0.06,0.1,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,613.0,0.26,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,635.0,0.22,0.06,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,657.0,0.0,0.04,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,662.0,0.18,0.24,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,671.0,0.02,0.0,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,673.0,0.64,0.22,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,677.0,0.06,0.08,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,681.0,0.46,0.16,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,685.0,0.52,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,688.0,0.62,0.1,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,698.0,0.34,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,707.0,0.04,0.06,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,713.0,0.4,0.2,True,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,718.0,0.02,0.06,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,733.0,0.06,0.12,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,figure6_panel_c_cgp_vs_rdkit2d_source,737.0,0.04,0.04,False,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
