method,query_idx,retrieved_idx,pair_a,pair_b,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20
AtomPair,227,1189,227,1189,2,0.3716981112957001,0.3940238654613495,50,29,0.4084507042253521,2.1100714677989926e-54,53.67570283496529,4,2,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2,buparlisib,NMS-1286937,PI3K inhibitor,PLK inhibitor,"PIK3CA, PIK3CG","FLT3, PLK1, PLK2, PLK3",,,SOCS2;CHN2;PI4KA;WRN;SYT11;CISH;TRRAP;DDX56;MED14;REV3L;AFF3;SOCS3;SOCS6;FBXO5;RUNX3;RUNX2;SYT4;CDC25A;MDM2;HS1BP3
AtomPair,733,713,713,733,2,0.4096109867095947,0.3682129681110382,50,1,0.010101010101010102,0.2869679581324841,0.542166592405756,0,0,,VE-822,JNJ-7706621,ATR kinase inhibitor,CDK inhibitor,"ATM, ATR, MTOR, PIK3CG","AURKA, AURKB, CDK1, CDK2",,,EIF5
AtomPair,1161,1224,1161,1224,2,0.3422818779945373,0.368153303861618,50,3,0.030927835051546393,0.004481931208727194,2.3485348135527326,1,1,Cell cycle/mitosis:1,tanaproget,palmatine-chloride,progesterone receptor agonist,dopamine synthesis inhibitor,PGR,CYP3A4,,,E2F4;RACGAP1;CDC25A
AtomPair,314,514,314,514,2,0.4666666686534881,0.3658733069896698,50,6,0.06382978723404255,8.580433222801445e-07,6.066490784234942,2,2,Cell cycle/mitosis:1; Microtubule:1,SNS-314,mocetinostat,Aurora kinase inhibitor,HDAC inhibitor,"AURKA, AURKB, AURKC","HDAC1, HDAC11, HDAC2, HDAC3",AURKA;AURKB,,EIF2AK1;CDC42EP3;ZBTB9;PAK1;KIF20B;PCM1
AtomPair,1081,841,841,1081,2,0.3930481374263763,0.3656862080097198,50,29,0.4084507042253521,2.1100714677989926e-54,53.67570283496529,7,3,Nuclear receptor/xenobiotic:4; Cell cycle/mitosis:2; DNA damage/repair:1,AT-9283,AT-7519,"Aurora kinase inhibitor, JAK inhibitor",CDK inhibitor,"AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A","CDK1, CDK2, CDK4, CDK5, CDK6, CDK9",AURKB,,CHN2;WRN;PI4KA;RUNX3;RUNX1;RUNX2;CDC25A;ARHGEF16;RAD52;RFC1;DDX56;TRRAP;CRKL;HS1BP3;SGK3;CCNA1;ARHGEF9;SGK1;TRIP10;BMX
AtomPair,379,1220,379,1220,2,0.455759584903717,0.3526877760887146,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,4,4,Cell cycle/mitosis:1; DNA damage/repair:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,defactinib,GSK1070916,focal adhesion kinase inhibitor,Aurora kinase inhibitor,PTK2,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;WRN;POLQ;SYT11;REV3L;DDX56;RUNX2;RUNX3;CISH;SOCS2;PI4KA;TRRAP;RUNX1;PCNA;SYT1;SYT4;RFC1;TAGAP;BRCA2;MED14
AtomPair,787,976,787,976,2,0.4543610513210296,0.3490830957889557,50,35,0.5384615384615384,1.712975643552738e-71,70.76624881213422,6,3,Cell cycle/mitosis:3; PI3K/AKT/mTOR:2; Nuclear receptor/xenobiotic:1,AVL-292,R406,Bruton's tyrosine kinase (BTK) inhibitor,SYK inhibitor,"BTK, YES1","RET, SYK",,,MED14;CHN2;SYT11;RUNX3;SOCS2;RUNX1;SOCS3;RUNX2;SYT12;CISH;DDX56;TAGAP;REV3L;AFF3;PI4KA;PIK3R3;WRN;CCNT1;MDM2;PAGE1
AtomPair,681,1112,681,1112,2,0.3986784219741821,0.3475557863712311,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,1,1,Proteostasis:1,R547,dovitinib,CDK inhibitor,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","CDK1, CDK2, CDK4, CDK7","CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB",,,CHN2;RUNX3;WRN;PI4KA;RUNX2;TRRAP;REV3L;RUNX1;AFF3;POLQ;MED14;CRKL;SOCS6;BMPR2;SYT11;AFF1;MDM2;HS1BP3;UBE2N;RFC1
AtomPair,1524,1175,1175,1524,2,0.4701670706272125,0.3390559256076813,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,5,5,Cell cycle/mitosis:1; DNA damage/repair:1; Lipid/transport state:1; MAPK/RTK:1,telatinib,KRN-633,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",VEGFR inhibitor,KDR,"FLT1, FLT4, KDR",,,PIK3R3;POLQ;REV3L;SOCS3;CHN2;CISH;CDC25A;RUNX2;WRN;SLC2A11;AFF3;AFF1;SOCS2;DDX56;BRCA2;VGLL4;E2F4;MAP3K2;PAGE1;PHLDA2
AtomPair,841,1080,841,1080,2,0.4481012523174286,0.3290421068668365,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,5,3,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:2; MAPK/RTK:1,AT-9283,MPI-0479605,"Aurora kinase inhibitor, JAK inhibitor",mitotic kinase inhibitor,"AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A",TTK,AURKB,,CHN2;DDX56;RUNX3;WRN;SOCS2;RUNX2;MED14;CDC25A;REV3L;RUNX1;CISH;SOCS3;POLQ;CRKL;AFF3;SYT11;ARHGEF16;TRRAP;MAP3K2;MDM2
AtomPair,528,1238,528,1238,2,0.4985207021236419,0.3264688849449157,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,2,1,Cell cycle/mitosis:2,rociletinib,barasertib-HQPA,EGFR inhibitor,Aurora kinase inhibitor,EGFR,AURKB,,,PI4KA;SOCS2;CHN2;SYT11;SOCS6;WRN;RUNX2;RUNX3;REV3L;AFF3;MED14;CISH;MDM2;RUNX1;HS1BP3;TRRAP;FBXO5;SYT4;NSD1;SOCS3
AtomPair,1598,1835,1598,1835,2,0.4444444477558136,0.3254199922084808,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,2,2,Cell cycle/mitosis:1; Lipid/transport state:1,apatinib,cyt387,RET tyrosine kinase inhibitor,,"CSK, KDR, KIT, RET","JAK1, JAK2, JAK3",,,SYT12;PNPLA5;AFF1;FBXO5;CTDSP2;SLC2A11;MAD2L1
AtomPair,698,1220,698,1220,3,0.4783333241939544,0.5740714073181152,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,3,3,Cell cycle/mitosis:1; Lipid/transport state:1; PI3K/AKT/mTOR:1,TG-101209,GSK1070916,JAK inhibitor,Aurora kinase inhibitor,"JAK2, JAK3","AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;REV3L;POLQ;SYT11;RUNX3;WRN;SOCS2;SOCS6;PI4KA;CDC25A;RUNX2;AFF3;SOCS3;MED14;CISH;DDX56;TAGAP;AFF1;FBXO5;STAG1
AtomPair,336,513,336,513,3,0.4506283700466156,0.519977331161499,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,2,1,Cell cycle/mitosis:2,AZD2858,LY2090314,glycogen synthase kinase inhibitor,glycogen synthase kinase inhibitor,GSK3B,GSK3B,,,RUNX3;CHN2;RUNX2;REV3L;WRN;RUNX1;CDC25A;AFF3;SYT11;AFF1;PI4KA;MED14;MDM2;POLQ;SOCS3;TAGAP;WWTR1;CISH;SOCS2;CDC42EP3
AtomPair,1181,1655,1181,1655,3,0.4074074029922485,0.5156809687614441,50,8,0.08695652173913043,1.0043928957970136e-09,8.998096367770213,0,0,,diphenyleneiodonium,9-aminoacridine,nitric oxide synthase inhibitor,,"NOS2, NOS3",,,,SKP2;TNFRSF17;SOHLH2;NANOG;MDM2;PRDM2;PIAS1;CITED4
AtomPair,385,1828,385,1828,3,0.3802816867828369,0.4910835325717926,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,3,MAPK/RTK:2; Nuclear receptor/xenobiotic:2; DNA damage/repair:1,NSC-697923,stattic,ubiquitin-conjugating enzyme inhibitor,,UBE2N,,,,NCKIPSD;CTNNB1;CELF6;IFNA6;AMD1;IFNA2;IFNA1;CARD9;MDM2;IFNA5;TNPO1;CNKSR1;KCTD6;IFNA13;IFNA8;IFNA14;MAP3K11;FANCC;ARAF;MYD88
AtomPair,1474,1293,1293,1474,3,0.4760383367538452,0.4827882945537567,50,3,0.030927835051546393,0.004481931208727194,2.3485348135527326,0,0,,NVP-BVU972,SCH-58261,MET inhibitor,adenosine receptor antagonist,MET,"ADORA1, ADORA2A, ADORA2B, ADORA3",,,MYBBP1A;KLF4;KLF6
AtomPair,387,1080,387,1080,3,0.4453961551189422,0.4801388680934906,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,4,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1; DNA damage/repair:1; MAPK/RTK:1,tozasertib,MPI-0479605,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor",mitotic kinase inhibitor,"AURKA, AURKB, AURKC, LCK",TTK,,,CHN2;REV3L;WRN;SOCS2;SYT11;POLQ;MDM2;DDX56;MED14;RUNX3;AFF3;CDC25A;RUNX2;CISH;SOCS6;BRCA2;AFF1;ARHGEF16;FBXO5;CRKL
AtomPair,350,1047,350,1047,3,0.4297385513782501,0.4335884749889374,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,6,4,Nuclear receptor/xenobiotic:3; Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1,regorafenib,TAK-632,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, RAF inhibitor, RET tyrosine kinase inhibitor, VEGFR inhibitor",RAF inhibitor,"ABL1, BRAF, DDR2, EPHA2, FGFR1, FGFR2, FLT1, FLT4, FRK, KDR, KIT, MAPK11, NTRK1, PDGFRA, PDGFRB, RAF1, RET, TEK",BRAF,,,CHN2;TAGAP;SOCS3;CDCA3;CSNK1D;POLQ;VGLL4;ARHGEF16;ARHGEF25;EIF2AK1;REV3L;MKNK1;MAP2K7;TRRAP;DDX56;DYRK1B;TNR;SYT11;SYK;SLC2A11
AtomPair,1285,1854,1285,1854,3,0.2598684132099151,0.402028352022171,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,1,1,DNA damage/repair:1,cetrimonium,NH125,,eukaryotic translation elongation factor 2 inhibitor,,,,,CHN2;MAT1A;SRC;EEF1A1;NF2;FRMD6;RDX;EZR;VGLL4;MSN;RACGAP1;E2F5;MYBL2;BRCA2;BLK;RNF19A;MDM2;E2F4;PPP1R3C;MAT2A
AtomPair,861,1330,861,1330,3,0.3547297418117523,0.3996857106685638,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,3,3,Cell cycle/mitosis:1; Epigenetic/chromatin:1; Microtubule:1,AT7867,CCT128930,AKT inhibitor,AKT inhibitor,"AKT2, GSK3B, PKIA, PRKACA","PKIA, PRKACA",,,CHN2;PHACTR1;POLQ;SOCS6;CDC25A;WASF3;KLF12;SENP2;MYCT1;PRRG4;KLF4;WASF1;TMEM200A;SYT11;CHD6;DMRT1;PAX4
AtomPair,1189,1238,1189,1238,3,0.4399999976158142,0.3995194733142853,50,29,0.4084507042253521,2.1100714677989926e-54,53.67570283496529,2,1,Cell cycle/mitosis:2,NMS-1286937,barasertib-HQPA,PLK inhibitor,Aurora kinase inhibitor,"FLT3, PLK1, PLK2, PLK3",AURKB,,,CHN2;PI4KA;WRN;SOCS2;SYT11;FBXO5;SYT4;HS1BP3;SOCS6;TRRAP;MED14;CISH;AFF3;REV3L;RUNX2;MDM2;UBTF;POLQ;CDC25A;RUNX3
AtomPair,1338,83,83,1338,3,0.41847825050354,0.3938407897949219,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,3,1,Cell cycle/mitosis:3,genz-644282,BMS-265246,topoisomerase inhibitor,CDK inhibitor,TOP1,"CDK1, CDK2",,,CHN2;CDC25A;REV3L;POLQ;WRN;AFF3;TRRAP;PI4KA;CRKL;PRPF8;CDC42EP3;CCNA1;HS1BP3
AtomPair,841,273,273,841,3,0.4278959929943084,0.3710273206233978,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,4,2,Cell cycle/mitosis:3; PI3K/AKT/mTOR:1,BX-912,AT-9283,pyruvate dehydrogenase kinase inhibitor,"Aurora kinase inhibitor, JAK inhibitor","CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1","AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A",AURKB;PDPK1,AURKB,WRN;PI4KA;RUNX3;RUNX2;SOCS2;CHN2;RUNX1;DDX56;CDC25A;MED14;CISH;TRRAP;REV3L;SGK1;CRKL;SOCS3;AFF3;CCNA1;SYK;AURKB
AtomPair,320,1649,320,1649,3,0.4365941882133484,0.3626778721809387,50,11,0.12359550561797752,1.2002123197780373e-14,13.920741919659442,2,1,Cell cycle/mitosis:2,olaparib,CX-5461,PARP inhibitor,RNA polymerase inhibitor,"PARP1, PARP2",,,,CDC25A;CHN2;TRRAP;FBXO5;SGK3;NFKBIE;CCNA1;POLQ;RFC1;REV3L;DDX56
AtomPair,570,1503,570,1503,3,0.4109347462654114,0.3444302678108215,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,2,1,Cell cycle/mitosis:2,AT13387,KW-2478,HSP antagonist,HSP inhibitor,HSP90AA1,,,,CHN2;PI4KA;WRN;FBXO5;CDC25A;AFF3;POLQ;TRRAP;RUNX3;REV3L;RUNX2;HS1BP3;UBTF;RFC1;SOCS2;SGK3;CISH;CRKL;CCNA1;SRA1
AtomPair,1585,1649,1585,1649,3,0.474137932062149,0.3411141335964203,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,3,1,Cell cycle/mitosis:3,TAK-901,CX-5461,Aurora kinase inhibitor,RNA polymerase inhibitor,AURKB,,,,CHN2;AFF3;REV3L;CDC25A;WRN;FBXO5;PI4KA;SOCS2;SOCS6;TRRAP;DDX56;POLQ;EHMT1;RUNX3;MDM2;CCNA1;AFF1;MED14;RUNX2;SYT11
AtomPair,1596,1431,1431,1596,3,0.4360902309417724,0.3403646349906921,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,4,3,Nuclear receptor/xenobiotic:2; Cell cycle/mitosis:1; Lipid/transport state:1,MGCD-265,lenvatinib,VEGFR inhibitor,"FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","AXL, MET","FLT4, KDR",,,CHN2;REV3L;POLQ;WRN;DDX56;RUNX3;SYT11;RUNX2;TAGAP;CDC25A;SYT12;E2F4;SOCS3;PCNA;SLC2A11;AFF3;TRRAP;AFF1;ACVR1;MDM2
AtomPair,514,178,178,514,3,0.4953271150588989,0.3378058969974518,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,1,1,DNA damage/repair:1,serdemetan,mocetinostat,MDM inhibitor,HDAC inhibitor,MDM2,"HDAC1, HDAC11, HDAC2, HDAC3",MDM2,,REV3L;POLQ;BRCA2;CHN2;FBXO5;SYT11;SOCS6;KLF6;UBTF;KLF4;MED13;E2F4;YBX1
AtomPair,120,1110,120,1110,3,0.4844444394111633,0.3296408355236053,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,1,1,Epigenetic/chromatin:1,BGT226,ponatinib,PI3K inhibitor,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CG","ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK",LYN,,CHN2;REV3L;SOCS6;PRPF8;CHD6;POLQ;MDM2;EHMT1;FBXO5;SYT11;TAGAP;AFF3;STAG1;TRIP10;WASF1;SOCS2;WASF3;UBTF;KMT2C;MED13
AtomPair,1267,1220,1220,1267,3,0.477396011352539,0.324857234954834,50,23,0.2987012987012987,2.5463133512683163e-39,38.594088152782554,2,2,Lipid/transport state:1; PI3K/AKT/mTOR:1,GSK1070916,CEP-33779,Aurora kinase inhibitor,JAK inhibitor,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",JAK2,,,CHN2;REV3L;POLQ;SYT11;E2F4;RUNX2;RUNX3;SLC2A11;AFF1;MED14;SYT12;DDX56;SOCS2;PIK3R3;SOCS3;FBXO5;AFF3;KMT2C;RUNX1;PRPF8
AtomPair,479,571,479,571,3,0.4504347741603851,0.3247858583927154,50,37,0.5873015873015873,1.0417436633733313e-77,76.9822391325509,8,3,Nuclear receptor/xenobiotic:5; Cell cycle/mitosis:2; PI3K/AKT/mTOR:1,PF-573228,VS-4718,focal adhesion kinase inhibitor,focal adhesion kinase inhibitor,"CDK1, CDK2, CDK7, GSK3B, IKBKB",,,,CHN2;SYT11;RUNX3;WRN;MED14;DDX56;TAGAP;RUNX1;RUNX2;REV3L;ARHGEF16;AFF3;PIK3R3;SOCS2;CISH;PI4KA;CDC25A;MDM2;ARHGEF26;SYT4
AtomPair,746,1079,746,1079,3,0.4532871842384338,0.3247585892677307,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,0,0,,WZ8040,AP26113,EGFR inhibitor,ALK tyrosine kinase receptor inhibitor,EGFR,"ALK, EGFR",,,CHN2;REV3L;RUNX3;SYT11;POLQ;TAGAP;SOCS6;PRPF8;MDM2;MED14;STAG1;EHMT1;TRIP10;WRN;FBXO5;RUNX2;CRKL;PI4KA;SYT12;AFF3
AtomPair,713,1220,713,1220,3,0.4408602118492126,0.3150270283222198,50,20,0.25,1.8231879712232907e-32,31.739168553146122,2,2,Microtubule:1; Nuclear receptor/xenobiotic:1,VE-822,GSK1070916,ATR kinase inhibitor,Aurora kinase inhibitor,"ATM, ATR, MTOR, PIK3CG","AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;POLQ;REV3L;WRN;RUNX3;TAGAP;SYT11;RUNX2;E2F4;AFF3;SYT12;SYT1;PAK1;EHMT1;PHACTR1;SYT4;RUNX1;ARHGEF25;MED14;SGK3
AtomPair,93,556,93,556,3,0.5421052575111389,0.3081165552139282,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,5,4,MAPK/RTK:2; Cell cycle/mitosis:1; Microtubule:1; Nuclear receptor/xenobiotic:1,SD-208,LY364947,TGF beta receptor inhibitor,"TGF beta receptor inhibitor, p38 MAPK inhibitor",TGFBR1,TGFBR1,,,WWTR1;TAGAP;CHN2;PHACTR1;CYTIP;AFF1;ARAF;AFF3;PAK1;CDC25A;RAF1;DYRK1B;ZNF704
AtomPair,449,1649,449,1649,3,0.4605954587459564,0.3070286214351654,50,12,0.13636363636363635,2.0644478333310228e-16,15.685196086866643,2,2,Cell cycle/mitosis:1; MAPK/RTK:1,LB42708,CX-5461,farnesyltransferase inhibitor,RNA polymerase inhibitor,,,,,CHN2;AFF3;SOCS2;FBXO5;SOCS6;CDC25A;FGFR2;EHMT1;SYT11;AFF1;DDX56;POLQ
AtomPair,886,461,461,886,3,0.4672131240367889,0.3018472492694855,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,5,4,MAPK/RTK:2; Epigenetic/chromatin:1; Lipid/transport state:1; Nuclear receptor/xenobiotic:1,entrectinib,ASP3026,"ALK tyrosine kinase receptor inhibitor, proto-oncogene tyrosine protein kinase inhibitor",ALK tyrosine kinase receptor inhibitor,"ALK, NTRK1, NTRK2, NTRK3, ROS1",ALK,,,CHN2;REV3L;RUNX3;SYT11;SOCS6;RUNX2;AFF3;AFF1;POLQ;MED14;PRPF8;TAGAP;SLC2A11;MDM2;EHMT1;STAG1;RUNX1;KMT2C;TRIP10;MAP3K2
AtomPair,1112,513,513,1112,3,0.4430894255638122,0.3014015257358551,50,18,0.21951219512195122,3.819985189669634e-28,27.417938320872903,0,0,,LY2090314,dovitinib,glycogen synthase kinase inhibitor,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",GSK3B,"CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB",,,RUNX3;RUNX2;CHN2;RUNX1;PI4KA;WRN;REV3L;AFF3;CRKL;HS1BP3;POLQ;MED14;TRIP10;TRRAP;AFF1;MDM2;SYT11;TNFRSF17
AtomPair,1277,1486,1277,1486,3,0.4401544332504272,0.300251305103302,50,20,0.25,1.8231879712232907e-32,31.739168553146122,3,2,Cell cycle/mitosis:2; MAPK/RTK:1,ribociclib,NVP-TAE226,CDK inhibitor,protein tyrosine kinase inhibitor,"CDK4, CDK6",PTK2,,,CHN2;REV3L;WRN;RUNX3;CDC25A;AFF3;POLQ;PI4KA;SOCS6;RUNX2;AFF1;CCNA1;FBXO5;DDX56;TRRAP;MAP3K2;CRKL;EHMT1;PRPF8;TRIP10
AtomPair,436,1300,436,1300,4,0.4046920835971832,0.4581595957279205,50,7,0.07526881720430108,3.209236725104128e-08,7.493598246564641,0,0,,CYC116,JK-184,Aurora kinase inhibitor,hedgehog pathway inhibitor,"AURKA, AURKB, KDR",,,,CHN2;REV3L;MED14;MDM2;SYT11;SENP2;TAGAP
AtomPair,1754,1137,1137,1754,4,0.3366336524486542,0.4158527255058288,50,5,0.05263157894736842,1.8838077889980352e-05,4.724963411753355,1,1,DNA damage/repair:1,BMS-345541,parbendazole,IKK inhibitor,tubulin polymerization inhibitor,"CHUK, IKBKB",TUBB,,,MDM2;TNPO1;WEE1;GRB7;SYT4
AtomPair,232,35,35,232,4,0.495673656463623,0.4058795571327209,50,34,0.5151515151515151,1.7276785145474666e-68,67.76253706761372,5,2,Nuclear receptor/xenobiotic:4; Cell cycle/mitosis:1,aurora-a-inhibitor-i,foretinib,Aurora kinase inhibitor,VEGFR inhibitor,AURKA,"FLT1, FLT4, KDR, MET",,,CHN2;SYT11;TAGAP;RUNX3;MDM2;REV3L;POLQ;MED14;SYT12;RUNX1;RUNX2;SOCS6;PI4KA;SOCS3;WRN;SYT4;SOCS2;EHMT1;KMT2C;STAG1
AtomPair,1300,1428,1300,1428,4,0.4425675570964813,0.400623083114624,50,0,0.0,1.0,-0.0,0,0,,JK-184,SC-144,hedgehog pathway inhibitor,P glycoprotein inhibitor,,,,,
AtomPair,543,1338,543,1338,4,0.3395522534847259,0.3931233286857605,50,0,0.0,1.0,-0.0,0,0,,albendazole,BMS-265246,tubulin polymerization inhibitor,CDK inhibitor,"TUBA1A, TUBB, TUBB4B","CDK1, CDK2",,,
AtomPair,481,1011,481,1011,4,0.3844011127948761,0.3796586990356445,50,27,0.3698630136986301,3.636436345798233e-49,48.43932401015787,5,3,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2; Microtubule:1,ZSTK-474,PP-121,PI3K inhibitor,protein tyrosine kinase inhibitor,"PIK3CB, PIK3CD, PIK3CG","ABL1, EGFR, HCK, KDR, MTOR, PDGFRA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC, SRC",MTOR,MTOR,RUNX3;AFF3;RUNX1;RUNX2;AFF1;CHN2;MED14;DDX56;CDC25A;POLQ;CISH;E2F1;PI4KA;CCNT1;REV3L;SOCS3;PIK3R3;SOCS2;MDM2;E2F4
AtomPair,1112,336,336,1112,4,0.439130425453186,0.3770037293434143,50,16,0.19047619047619047,5.037496347360787e-24,23.29778525575339,0,0,,AZD2858,dovitinib,glycogen synthase kinase inhibitor,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",GSK3B,"CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB",,,CHN2;RUNX3;RUNX2;REV3L;SYT11;MDM2;WRN;POLQ;SYT12;RUNX1;MED14;AFF3;AFF1;PI4KA;SYT4;WASF1
AtomPair,227,1401,227,1401,4,0.3623595535755157,0.3499983251094818,50,36,0.5625,1.4510930437421621e-74,73.83830473981017,6,3,Cell cycle/mitosis:2; DNA damage/repair:2; PI3K/AKT/mTOR:2,buparlisib,PI-103,PI3K inhibitor,"mTOR inhibitor, PI3K inhibitor","PIK3CA, PIK3CG","MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PRKDC",MTOR,MTOR,AFF3;RUNX3;REV3L;PI4KA;CISH;SOCS3;AFF1;RUNX2;SOCS2;MED14;CDC25A;WRN;CHN2;RUNX1;SOCS6;DDX56;BRCA2;MED13;GRB7;SYT11
AtomPair,1781,1486,1486,1781,4,0.4438687264919281,0.3439579308032989,50,26,0.35135135135135137,1.256351603930026e-46,45.90088880146085,1,1,Nuclear receptor/xenobiotic:1,NVP-TAE226,AV-412,protein tyrosine kinase inhibitor,protein tyrosine kinase inhibitor,PTK2,"EGFR, ERBB2",,,CHN2;REV3L;MED14;TAGAP;SOCS6;RUNX3;SYT11;DDX56;POLQ;SOCS3;PRPF8;CISH;AFF3;SOCS2;MDM2;CRKL;TRRAP;MED13;SYT12;BPTF
AtomPair,396,273,273,396,4,0.4326923191547394,0.320598304271698,50,29,0.4084507042253521,2.1100714677989926e-54,53.67570283496529,2,2,Cell cycle/mitosis:1; PI3K/AKT/mTOR:1,BX-912,CCT137690,pyruvate dehydrogenase kinase inhibitor,Aurora kinase inhibitor,"CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1","AURKA, AURKB, AURKC",PDPK1,,CHN2;SOCS2;WRN;REV3L;PI4KA;RUNX2;RUNX3;CISH;CDC25A;SYT11;POLQ;MED14;SOCS6;TRRAP;FBXO5;DDX56;AFF3;SOCS3;MDM2;PCNA
AtomPair,1763,1080,1080,1763,5,0.4288659691810608,0.5706124901771545,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,4,3,Cell cycle/mitosis:2; Lipid/transport state:1; PI3K/AKT/mTOR:1,MPI-0479605,AZ3146,mitotic kinase inhibitor,monopolar spindle 1 kinase inhibitor,TTK,,,,CHN2;REV3L;SOCS2;SYT11;AFF3;RUNX3;DDX56;RUNX2;POLQ;CDC25A;MED14;SYT12;CISH;PIK3R3;KMT2C;SOCS3;PRPF8;AFF1;WRN;SOCS6
AtomPair,1074,1339,1074,1339,5,0.1849710941314697,0.4190747439861297,50,10,0.1111111111111111,6.082146886560177e-13,12.215943095659785,1,1,Cell cycle/mitosis:1,teroxirone,ciclopirox,DNA inhibitor,membrane integrity inhibitor,,ATP1A1,,,CCNA1;SGK3;TRRAP;REV3L;PPP1R3C;SRA1;MKNK1;PRSS3;USP24;NANOG
AtomPair,100,87,87,100,5,0.4403927028179168,0.3650262653827667,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,1,1,Nuclear receptor/xenobiotic:1,lapatinib,CNX-2006,EGFR inhibitor,EGFR inhibitor,"EGFR, ERBB2",EGFR,,,CHN2;SYT11;REV3L;TAGAP;SOCS6;RUNX3;PI4KA;EHMT1;POLQ;PRPF8;RUNX2;MDM2;AFF3;SYT12;STAG1;TRIP10;SGK3;ARHGEF25;CSK
