method,query_idx,retrieved_idx,pair_a,pair_b,rank,method_score,prism_response_corr,top_gene_k,shared_top_gene_count,shared_top_gene_jaccard,shared_gene_hypergeom_p,shared_gene_neglog10p,num_category_hits,num_unique_categories,dominant_categories,query_name,retrieved_name,query_moa,retrieved_moa,query_targets,retrieved_targets,known_target_hits_top_gene,known_target_hits_shared_gene,shared_gene_symbols_top20
RDKit2D,1585,1649,1585,1649,15,0.4327276051044464,0.3411141335964203,50,24,0.3157894736842105,1.0496823698947559e-41,40.978942096997415,3,1,Cell cycle/mitosis:3,TAK-901,CX-5461,Aurora kinase inhibitor,RNA polymerase inhibitor,AURKB,,,,CHN2;AFF3;REV3L;CDC25A;WRN;FBXO5;PI4KA;SOCS2;SOCS6;TRRAP;DDX56;POLQ;EHMT1;RUNX3;MDM2;CCNA1;AFF1;MED14;RUNX2;SYT11
RDKit2D,116,35,35,116,15,0.4277194738388061,0.338108628988266,50,28,0.3888888888888889,9.320406357835471e-52,51.030565152547474,2,1,Nuclear receptor/xenobiotic:2,aurora-a-inhibitor-i,MK-1775,Aurora kinase inhibitor,WEE1 kinase inhibitor,AURKA,WEE1,WEE1,,CHN2;SYT11;MDM2;REV3L;MED14;TAGAP;POLQ;RUNX3;SYT4;SOCS6;SOCS2;SYT12;FBXO5;EHMT1;PRPF8;RUNX2;PI4KA;WRN;RUNX1;SOCS3
RDKit2D,195,190,190,195,15,0.3216189742088318,0.3297236859798431,50,0,0.0,1.0,-0.0,0,0,,IKK-2-inhibitor-V,VU0238429,"IKK inhibitor, NFkB pathway inhibitor",acetylcholine receptor allosteric modulator,IKBKB,CHRM5,,,
RDKit2D,1110,120,120,1110,15,0.4237571358680725,0.3296408355236053,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,1,1,Epigenetic/chromatin:1,BGT226,ponatinib,PI3K inhibitor,"Bcr-Abl kinase inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","MTOR, PIK3CA, PIK3CB, PIK3CG","ABL1, BCR, FGFR1, FGFR2, FGFR3, FGFR4, FLT3, KDR, KIT, LCK, LYN, PDGFRA, RET, SRC, TEK",LYN,,CHN2;REV3L;SOCS6;PRPF8;CHD6;POLQ;MDM2;EHMT1;FBXO5;SYT11;TAGAP;AFF3;STAG1;TRIP10;WASF1;SOCS2;WASF3;UBTF;KMT2C;MED13
RDKit2D,1235,94,94,1235,15,0.3402150869369507,0.3274175524711609,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,3,3,Cell cycle/mitosis:1; Nuclear receptor/xenobiotic:1; PI3K/AKT/mTOR:1,taselisib,SB-2343,PI3K inhibitor,"mTOR inhibitor, PI3K inhibitor",PIK3CA,"MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG",MTOR,,DDX56;AFF3;RUNX3;CCNT1;MED14;CHN2;WRN;RUNX1;RUNX2;PIK3R3;MDM2;AFF1;FARP2;VGLL4;PCNA;E2F1;CRKL
RDKit2D,1420,672,672,1420,15,0.4018779397010803,0.3194280564785003,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,4,4,Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1; PI3K/AKT/mTOR:1,TG-101348,bosutinib,"FLT3 inhibitor, JAK inhibitor","Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor","BRD4, JAK1, JAK2, JAK3, TYK2","ABL1, BCR, CAMK1D, CAMK2G, CDK2, FRK, FYN, HCK, LYN, MAP2K1, MAP2K2, MAP3K2, MAP4K5, SRC, STK10, STK24, STK4, TNK2, TXK",CAMK1D,CAMK1D,CHN2;SYT11;RUNX3;SOCS2;POLQ;WRN;REV3L;RUNX2;MDM2;SOCS6;PI4KA;MED14;CISH;SYT12;RUNX1;E2F4;KMT2C;TAGAP;EHMT1;SOCS3
RDKit2D,965,816,816,965,15,0.856868326663971,0.3022449314594269,50,17,0.20481927710843373,4.6506934651641873e-26,25.33248228460693,1,1,DNA damage/repair:1,crystal-violet,cetylpyridinium,other antibiotic,,,,,,CHN2;NFKBIE;BRCA2;MAT1A;RACGAP1;MDM2;NF2;TRRAP;E2F5;FRMD6;EEF1A1;WRN;E2F4;PPP1R3C;SOCS2;CISH;EHMT1
RDKit2D,235,1805,235,1805,16,0.3855436742305755,0.6809147000312805,50,21,0.26582278481012656,1.0606796405142755e-34,33.97441576724446,7,4,Cell cycle/mitosis:3; Nuclear receptor/xenobiotic:2; DNA damage/repair:1; Lipid/transport state:1,selumetinib,AZ-628,MEK inhibitor,RAF inhibitor,MAP2K1,"BRAF, RAF1",,,DDX56;CDC25A;SOCS2;CHN2;CISH;MYBBP1A;SLC2A11;TRRAP;CDCA3;CSNK1D;POLQ;SYT11;ARHGEF16;MKNK1;NEK2;DYRK2;SYT12;REV3L;ARHGEF25;PLK1
RDKit2D,1043,613,613,1043,16,0.4649728536605835,0.5480579137802124,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,1,1,Lipid/transport state:1,AMG900,ZM-447439,Aurora kinase inhibitor,Aurora kinase inhibitor,"AURKA, AURKB, AURKC","AURKA, AURKB",,,E2F4;RD3;TAGAP;KMT2C;AFF1;PAGE1;RUNX2;REV3L;TAF1;SLC2A11;BLNK;ZFP36;PRPF8
RDKit2D,1382,35,35,1382,16,0.4067103266716003,0.5062980055809021,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,1,1,Cell cycle/mitosis:1,aurora-a-inhibitor-i,LY2784544,Aurora kinase inhibitor,JAK inhibitor,AURKA,"JAK2, JAK3",,,CHN2;SOCS2;SYT11;SOCS6;TAGAP;POLQ;REV3L;RUNX2;MED14;RUNX3;EHMT1;SOCS3;PI4KA;RUNX1;WRN;KMT2C;CDK17;SYT1;RACGAP1
RDKit2D,608,87,87,608,16,0.3973299264907837,0.4555089473724365,50,20,0.25,1.8231879712232907e-32,31.739168553146122,2,2,Epigenetic/chromatin:1; MAPK/RTK:1,lapatinib,WZ-4002,EGFR inhibitor,EGFR inhibitor,"EGFR, ERBB2","EGFR, ERBB2",,,CHN2;REV3L;POLQ;RUNX3;SOCS6;PRPF8;TAGAP;EHMT1;STAG1;SYT11;MDM2;PI4KA;RUNX2;AFF3;CHD6;E2F4;FGFR2;EIF4G1;TRIP10;SYT12
RDKit2D,1428,1060,1060,1428,16,0.3629977703094482,0.454114019870758,50,3,0.030927835051546393,0.004481931208727194,2.3485348135527326,1,1,Nuclear receptor/xenobiotic:1,mebendazole,SC-144,tubulin polymerization inhibitor,P glycoprotein inhibitor,"TUBA1A, TUBB, TUBB4B",,,,ARAP3;BTK;PLEK
RDKit2D,613,1186,613,1186,16,0.4956114292144775,0.4430302381515503,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,4,2,Cell cycle/mitosis:3; Lipid/transport state:1,AMG900,LY2801653,Aurora kinase inhibitor,MET inhibitor,"AURKA, AURKB, AURKC",MET,,,CDCA3;E2F4;CDC25A;PSRC1;VGLL4;KMT2C;TAGAP;EIF2AK1;REV3L;SLC2A11;PLK1;PRPF8;WASF1;RUNX2
RDKit2D,812,1220,812,1220,16,0.4471299648284912,0.3977212607860565,50,19,0.2345679012345679,2.7950081602192847e-30,29.553616919822986,4,4,Cell cycle/mitosis:1; Lipid/transport state:1; MAPK/RTK:1; Nuclear receptor/xenobiotic:1,KI-8751,GSK1070916,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor",Aurora kinase inhibitor,KDR,"AURKA, AURKB, AURKC, CYP2D6, CYP3A4",,,CHN2;RUNX3;RUNX2;RUNX1;SYT11;POLQ;REV3L;TAGAP;SLC2A11;WRN;SYT12;SOCS2;DDX56;SOCS3;ARHGEF25;E2F4;MED14;MAP3K2;PLK1
RDKit2D,387,1214,387,1214,16,0.4108552038669586,0.3751780390739441,50,25,0.3333333333333333,3.851724614109988e-44,43.414344771092615,2,1,Nuclear receptor/xenobiotic:2,tozasertib,NVP-TAE684,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor",ALK tyrosine kinase receptor inhibitor,"AURKA, AURKB, AURKC, LCK","ALK, INSR",,,CHN2;REV3L;SYT11;SOCS6;MDM2;RUNX3;AFF3;TRIP10;PI4KA;POLQ;EHMT1;PRPF8;MED14;FBXO5;TAGAP;RUNX2;SYT4;NSD1;CRKL;AFF1
RDKit2D,1092,389,389,1092,16,0.3881319761276245,0.3727110624313354,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,2,1,Nuclear receptor/xenobiotic:2,AZD3463,JNJ-26481585,"ALK tyrosine kinase receptor inhibitor, insulin growth factor receptor inhibitor",HDAC inhibitor,"ALK, IGF1R","HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9, MDM2",MDM2,MDM2,CHN2;SOCS6;FBXO5;TRRAP;PRPF8;REV3L;ARHGEF26;SGK3;MDM2;CSK;EHMT1;TRIP10;FARP2;UBTF
RDKit2D,841,273,273,841,16,0.3764858841896057,0.3710273206233978,50,30,0.42857142857142855,4.2070915821666967e-57,56.37601803393101,4,2,Cell cycle/mitosis:3; PI3K/AKT/mTOR:1,BX-912,AT-9283,pyruvate dehydrogenase kinase inhibitor,"Aurora kinase inhibitor, JAK inhibitor","CDK2, CHEK1, GSK3B, KDR, PDK1, PDPK1","AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A",AURKB;PDPK1,AURKB,WRN;PI4KA;RUNX3;RUNX2;SOCS2;CHN2;RUNX1;DDX56;CDC25A;MED14;CISH;TRRAP;REV3L;SGK1;CRKL;SOCS3;AFF3;CCNA1;SYK;AURKB
RDKit2D,1080,1189,1080,1189,16,0.3599662482738495,0.3491579890251159,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,5,3,Cell cycle/mitosis:2; Nuclear receptor/xenobiotic:2; PI3K/AKT/mTOR:1,MPI-0479605,NMS-1286937,mitotic kinase inhibitor,PLK inhibitor,TTK,"FLT3, PLK1, PLK2, PLK3",,,CHN2;DDX56;SOCS2;SYT11;WRN;MED14;REV3L;CISH;CDC25A;POLQ;PIK3R3;TRRAP;SOCS3;SYT4;MDM2;FBXO5;SYT12;AFF3;RUNX2;SOCS6
RDKit2D,436,454,436,454,16,0.3397054672241211,0.3195371627807617,50,32,0.47058823529411764,1.1262266741723024e-62,61.9483741908037,5,3,Cell cycle/mitosis:2; PI3K/AKT/mTOR:2; DNA damage/repair:1,CYC116,MLN0128,Aurora kinase inhibitor,mTOR inhibitor,"AURKA, AURKB, KDR","MTOR, PIK3CA, PIK3CD, PIK3CG",MTOR,MTOR,RUNX3;RUNX2;RUNX1;CHN2;AFF3;MED14;REV3L;AFF1;SOCS3;WRN;DDX56;PIK3R3;POLQ;CISH;CDC25A;PI4KA;CCNT1;SOCS2;CRKL;E2F1
RDKit2D,1739,673,673,1739,16,0.4280539453029632,0.3026436567306518,50,18,0.21951219512195122,3.819985189669634e-28,27.417938320872903,2,2,Cell cycle/mitosis:1; PI3K/AKT/mTOR:1,CUDC-907,NMS-E973,PI3K inhibitor,HSP inhibitor,"HDAC2, PIK3R1",,,,CHN2;DDX56;CDC25A;PI4KA;SOCS3;MED14;SOCS2;FBXO5;AFF3;SOCS6;TRRAP;CISH;TRIP10;SYT11;UBTF;POLQ;MYBBP1A;MTOR
RDKit2D,1069,816,816,1069,17,0.8512918949127197,0.5490673780441284,50,13,0.14942528735632185,3.1125054830830187e-18,17.506889874829348,2,2,Cell cycle/mitosis:1; DNA damage/repair:1,crystal-violet,YM-155,other antibiotic,survivin inhibitor,,BIRC5,,,NFKBIE;CHN2;CDC25A;FRMD6;BRCA2;POLQ;MAT1A;WRN;PPP1R3C;CISH;PIAS1;PPP1R3A;EEF1A1
RDKit2D,302,1503,302,1503,17,0.4764236807823181,0.5385817289352417,50,14,0.16279069767441862,4.131649942757383e-20,19.383876481530194,0,0,,PF-05212384,KW-2478,"mTOR inhibitor, PI3K inhibitor",HSP inhibitor,"MTOR, PIK3CA",,,,CHN2;SOCS2;SOCS3;DDX56;AFF3;CISH;POLQ;MED14;RUNX2;REV3L;RUNX3;E2F4;FBXO5;RUNX1
